[INFO] Calibrating Motors...
[INFO] Calibrated
yaw, 0.0, pitch, -0.1, roll, 0.5, Hz, 0.2, roll_des, 0.0, pitch_des, 0.0, thro_des, 0.0, yaw_des, 0.0, CH1, 1500, CH2, 1500, CH3, 1000, CH4, 1500, CH5, 1000, CH6, 1000, CH7, 1000, CH8, 1000,  m1_comm, 0, m2_comm, 0, m3_comm, 0, m4_comm, 0

yaw, 11.4, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2004, CH5, 2028, CH6, 999, CH7, 1031, CH8, 2001,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.4, pitch, 1.2, roll, -2.4, Hz, 99.4, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2004, CH5, 2028, CH6, 999, CH7, 1031, CH8, 2001,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.4, pitch, 1.2, roll, -2.4, Hz, 99.6, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2004, CH5, 2004, CH6, 999, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.4, pitch, 1.2, roll, -2.4, Hz, 99.4, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2004, CH5, 2004, CH6, 999, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.5, pitch, 1.2, roll, -2.4, Hz, 99.4, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2004, CH5, 2002, CH6, 999, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1474, m4_comm, 522

yaw, 11.5, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2004, CH5, 2002, CH6, 999, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.5, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2004, CH5, 2003, CH6, 999, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1475, m4_comm, 520

yaw, 11.5, pitch, 1.2, roll, -2.4, Hz, 99.6, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2003, CH6, 999, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1474, m4_comm, 522

yaw, 11.5, pitch, 1.2, roll, -2.4, Hz, 99.3, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2003, CH6, 1001, CH7, 1030, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.5, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2003, CH6, 1001, CH7, 1030, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.5, pitch, 1.2, roll, -2.4, Hz, 99.4, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2003, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.5, pitch, 1.2, roll, -2.4, Hz, 104.5, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2003, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.5, pitch, 1.2, roll, -2.4, Hz, 100.0, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2003, CH6, 1000, CH7, 1030, CH8, 1999,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.5, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2003, CH6, 1000, CH7, 1030, CH8, 1999,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.5, pitch, 1.2, roll, -2.4, Hz, 100.1, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2003, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1475, m4_comm, 520

yaw, 11.6, pitch, 1.2, roll, -2.4, Hz, 99.8, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2003, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.6, pitch, 1.2, roll, -2.4, Hz, 99.8, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2004, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.6, pitch, 1.2, roll, -2.4, Hz, 99.9, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2004, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.6, pitch, 1.2, roll, -2.4, Hz, 99.8, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2003, CH6, 1005, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1475, m4_comm, 519

yaw, 11.6, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2003, CH6, 1005, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.6, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2003, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.6, pitch, 1.2, roll, -2.4, Hz, 99.3, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2003, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.6, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2004, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.6, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2004, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.6, pitch, 1.2, roll, -2.4, Hz, 99.4, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 999, CH4, 2005, CH5, 2003, CH6, 999, CH7, 1030, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.6, pitch, 1.2, roll, -2.4, Hz, 99.2, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 998, CH4, 2005, CH5, 2003, CH6, 999, CH7, 1030, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.7, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.2, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1497, CH2, 1495, CH3, 997, CH4, 2005, CH5, 2003, CH6, 1001, CH7, 1032, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.7, pitch, 1.2, roll, -2.4, Hz, 99.4, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1498, CH2, 1495, CH3, 997, CH4, 2005, CH5, 2003, CH6, 1001, CH7, 1032, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.7, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2005, CH5, 2003, CH6, 1000, CH7, 1030, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.7, pitch, 1.2, roll, -2.4, Hz, 104.8, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2005, CH5, 2004, CH6, 1000, CH7, 1030, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1475, m4_comm, 520

yaw, 11.7, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2005, CH5, 2004, CH6, 999, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.7, pitch, 1.2, roll, -2.4, Hz, 99.6, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2006, CH5, 2004, CH6, 999, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.7, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2007, CH5, 2003, CH6, 1000, CH7, 1030, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.7, pitch, 1.2, roll, -2.4, Hz, 99.6, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2008, CH5, 2003, CH6, 1000, CH7, 1030, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.7, pitch, 1.2, roll, -2.4, Hz, 99.6, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2009, CH5, 2003, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.7, pitch, 1.2, roll, -2.4, Hz, 99.4, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2009, CH5, 2005, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.8, pitch, 1.2, roll, -2.4, Hz, 99.6, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2009, CH5, 2005, CH6, 1001, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1475, m4_comm, 520

yaw, 11.8, pitch, 1.2, roll, -2.4, Hz, 99.2, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2009, CH5, 2004, CH6, 1001, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.8, pitch, 1.2, roll, -2.4, Hz, 99.8, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2009, CH5, 2004, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1474, m4_comm, 522

yaw, 11.8, pitch, 1.2, roll, -2.4, Hz, 99.6, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2004, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.8, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2004, CH6, 997, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.8, pitch, 1.2, roll, -2.4, Hz, 99.3, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2003, CH6, 997, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.8, pitch, 1.2, roll, -2.4, Hz, 99.7, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2003, CH6, 998, CH7, 1030, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.8, pitch, 1.2, roll, -2.4, Hz, 104.5, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2002, CH6, 998, CH7, 1030, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 523

yaw, 11.8, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2002, CH6, 1001, CH7, 1030, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.8, pitch, 1.2, roll, -2.4, Hz, 99.4, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2003, CH6, 1001, CH7, 1030, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.9, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2003, CH6, 999, CH7, 1030, CH8, 1999,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.9, pitch, 1.2, roll, -2.4, Hz, 99.3, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2003, CH6, 999, CH7, 1030, CH8, 1999,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.9, pitch, 1.2, roll, -2.4, Hz, 99.7, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2003, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.9, pitch, 1.2, roll, -2.4, Hz, 99.4, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2003, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.9, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2003, CH6, 999, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1475, m4_comm, 520

yaw, 11.9, pitch, 1.2, roll, -2.4, Hz, 99.4, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2002, CH6, 999, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.9, pitch, 1.2, roll, -2.4, Hz, 99.6, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2002, CH6, 999, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 11.9, pitch, 1.2, roll, -2.4, Hz, 99.2, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2003, CH6, 999, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.9, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2010, CH5, 2003, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 11.9, pitch, 1.2, roll, -2.4, Hz, 104.8, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2011, CH5, 2000, CH6, 1000, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 521

yaw, 11.9, pitch, 1.2, roll, -2.4, Hz, 99.7, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2012, CH5, 2000, CH6, 1023, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 12.0, pitch, 1.2, roll, -2.4, Hz, 94.4, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2012, CH5, 2001, CH6, 1023, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1475, m4_comm, 520

yaw, 12.0, pitch, 1.2, roll, -2.4, Hz, 105.0, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2012, CH5, 2001, CH6, 1000, CH7, 1032, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1474, m4_comm, 522

yaw, 12.0, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2013, CH5, 2002, CH6, 1000, CH7, 1032, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 12.0, pitch, 1.2, roll, -2.4, Hz, 99.6, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2014, CH5, 2002, CH6, 998, CH7, 1030, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 12.0, pitch, 1.2, roll, -2.4, Hz, 99.3, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2016, CH5, 2006, CH6, 998, CH7, 1030, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 12.0, pitch, 1.2, roll, -2.4, Hz, 99.7, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2017, CH5, 2006, CH6, 1000, CH7, 1029, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 12.0, pitch, 1.2, roll, -2.4, Hz, 99.4, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2018, CH5, 2003, CH6, 1000, CH7, 1029, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 12.0, pitch, 1.2, roll, -2.4, Hz, 99.7, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2019, CH5, 2003, CH6, 989, CH7, 1029, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1475, m4_comm, 520

yaw, 12.0, pitch, 1.2, roll, -2.4, Hz, 99.4, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2022, CH5, 2006, CH6, 989, CH7, 1029, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1474, m4_comm, 522

yaw, 12.0, pitch, 1.2, roll, -2.4, Hz, 99.7, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2024, CH5, 2006, CH6, 1001, CH7, 1032, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 12.1, pitch, 1.2, roll, -2.4, Hz, 98.9, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2027, CH5, 2002, CH6, 1001, CH7, 1032, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 12.1, pitch, 1.2, roll, -2.4, Hz, 99.6, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2029, CH5, 2002, CH6, 998, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 521

yaw, 12.1, pitch, 1.2, roll, -2.4, Hz, 104.8, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2031, CH5, 2003, CH6, 998, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 12.1, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2032, CH5, 2003, CH6, 999, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 523

yaw, 12.1, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2034, CH5, 2001, CH6, 999, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 12.1, pitch, 1.2, roll, -2.4, Hz, 99.5, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2035, CH5, 2001, CH6, 1000, CH7, 1032, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 12.1, pitch, 1.2, roll, -2.4, Hz, 99.2, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2036, CH5, 2003, CH6, 1000, CH7, 1032, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1473, m4_comm, 522

yaw, 12.1, pitch, 1.2, roll, -2.4, Hz, 99.6, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2037, CH5, 2003, CH6, 998, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

yaw, 12.1, pitch, 1.2, roll, -2.4, Hz, 99.1, roll_des, -0.1, pitch_des, 0.3, thro_des, 0.0, yaw_des, 160.0, CH1, 1499, CH2, 1495, CH3, 997, CH4, 2038, CH5, 2032, CH6, 998, CH7, 1031, CH8, 2000,  m1_comm, 1004, m2_comm, 995, m3_comm, 1476, m4_comm, 520

